2024,27,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Final,1,University of Washington,7:25.876,"McLoughlin, Perry","Howard, Elizabeth","Crosby, Isabella","Trentin, Victoria","Russ, Kathryn","Verd, Kalee","Madison, Cora","Nowers, Hannah","Rosales, Fiona",,445.876
2024,57,,Men's PR2  2X,Final,1,Freedom Rows USRowing,6:23.890,,,,,,,,,"Saylor, David","Johnson, Patrick",383.89
2024,2,,Men's Alumni 8+,Final,1,University of California - San Diego Crew,6:42.639,"FEINBERG, SAMUEL","schade, matt","Padden, Kenneth","Newbury, Ryan","Kerner, Noa","Reynolds, Wesley","Coffman, Gregory","Boynton, Stuart","Wilson, Thomas","Simeone, Peter",402.639
2024,68,Coach Del Beekley Volunteer Trophy,Men's Masters C 8+ Coach Del Beekley Volunteer Cup (43-49) ,Final,1,Club Nautico De San Juan,6:35.966,"Bose, Pranay","Mallen, Joe",,"Brown, Taylor","Temple, Benjamin","Crosby, Joshua","Besser, James","Cunningham, Luke","Boraska, Igor",,395.966
2024,6,Campland on the Bay Trophy,Women's Masters F 8+ Campland on the Bay Trophy (60-64) ,Final,1,"Steeringuwright, LLC",7:57.008,"Pollock, Freya","Eringis, Dawn","Wilkie, Michelle","Zimmer, Jeannette","Simpson, Lisa","Malcolm, Kristine","Falkenthal, Tracy","Severson, Kristine","Cody, Cate","Wright, Lesleh",477.008
2024,161,Cathy Kemper Cup,Women's Masters Cathy Kemper H 8+,Final,1,Old Growth Rowing Club,8:49.171,"Le Mieux, Rachel","Bigelow, Anita","Keller, Sally","Echeverria, Ana","Jensen, Lori","Lund, Cynthia","Forde, Elizabeth","Kinne, Susan","Linse, Joan",,529.171
2024,11,Oarlock Trophy,Men's Masters F 8+ Grand Masters Oarlock Trophy (60-64) ,Final,1,University of San Diego Alumni,6:57.896,"Vallese, JoAnn","Bea, Jaime","Nelson, Luke","Johnson, Berkeley","Krum, Steve","Kinzer, Dan","Flanigan, Conn","Weber, Mike","Kapicka, Milos",,417.896
2024,44,,Women's Youth 8+,Final C,1,Marina Aquatic Center Junior Rowing,7:26.979,,"Stuart, Shannon","Ward, Katherine","Derse, Elodie Grace","Terry, Madeline","Digilio, Ella","Madley, Eleanor","Mozenter, Mia","Shannon, Sky",,446.979
2024,40,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final A,1,Los Gatos Rowing Club,6:31.679,,"Lasso, Diego","Brown, Kyle","Hamm, Nolan",,,,,"Shetler, Leonard","Walker, Channing",391.679
2024,18,,ACRA Women's Collegiate 8+ Invitational,Final,1,University of California - Santa Barbara,7:29.498,"Kievman, Megan","Vettese, Myrene","Strawn, Abigail","Jensen, Leah","Fangio, Madelynn","Greenaway, Jane","Flaherty, Haley","Jaber, Jocelyn","Sullivan, Jeannette",,449.498
2024,21,,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Final,1,Purdue Crew,7:33.741,"Ruggiero, Brianna","Benbow, Kara","Heaney, Ellie","Papandrea, Elainna","Surdyka, Gabriela","Surdyka, Stefanie","Hopper, Julia","Shabaz, Sophie","HALLAHAN, Nicolette",,453.741
2024,49,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final B,1,"Saugatuck Rowing Club, LLC",6:45.172,"Mascera, Oliver","Donohue, Ronan","Arava, Daniel","Levinson, Cooper","Elliott, Kyle","Romeo, Antonio","Andreski, Tristan","Evans, Davis","Bhutani, Dillon",,405.172
2024,23,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Final B,1,Southern Methodist University,8:14.330,"La Marca, Francesca","Horton, Paige","Schwenn, Haley","New, Annabelle",,,,,"Stuelpe, Sydney",,494.33
2024,55,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final B,1,San Diego Rowing Club,7:01.892,"Turner, Caitlin","Tombesi, Paolo","Reed, Terry","Foss, Willard","Cosgrove, Richard","Burns, Seth","Walsh, Scott","Mounier, Scott","Bannister, Michael",,421.892
2024,3,,Women's Masters Club 4X,Final B,1,San Diego Rowing Club,7:48.332,,"Franco, Sonja","Gillis, Pauline","Conn, Martha",,,,,"Kemper, Catherine",,468.332
2024,44,,Women's Youth 8+,Final B,1,San Diego Rowing Club,7:28.127,"Rumel, Lindy","King, Angela","Atkinson, Anne","Steinmeier, Grace","Moe, Abigail","Gocal, Madalyn","Perry-Pelletier, Fallon","Ozarski, Alex","Gonor, Paige",,448.127
2024,9,Jack Buchanan Memorial Trophy,Men's Masters A 8+ Jack Buchanan Memorial Trophy (27-35) ,Final,1,San Diego Rowing Club,6:34.332,"Turner, Caitlin","Stroud, Lucas","Erlach, Daniel","Farmer, Shane","Brayton, Douglas","Cunningham, Chad","Eigler-Harding, Daniel","FOSTER, STEPHEN","McGrath, Coleman",,394.332
