Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
12H1,,Men's Varsity 8+ American Specialty Health Cal Cup,A,1,"UC San Diego (Wong, W.)",06:13.90,,,,,,,,,,,
12H1,,Men's Varsity 8+ American Specialty Health Cal Cup,A,2,"Grand Valley (Vielbig, A.)",06:17.43,,,,,,,,,,,
12H1,,Men's Varsity 8+ American Specialty Health Cal Cup,A,3,"Gonzaga (Patterson, A.)",06:28.00,,,,,,,,,,,
12H1,,Men's Varsity 8+ American Specialty Health Cal Cup,A,4,"California Maritime Academy (Yuse, B.)",06:31.49,,,,,,,,,,,
12H1,,Men's Varsity 8+ American Specialty Health Cal Cup,A,5,"Long Beach State (McCrea, S.)",06:59.33,,,,,,,,,,,
12H2,,Men's Varsity 8+ American Specialty Health Cal Cup,B,1,"Orange Coast (Ross, D.)",06:21.30,,,,,,,,,,,
12H2,,Men's Varsity 8+ American Specialty Health Cal Cup,B,2,"UC Davis (Balardi, N.)",06:28.19,,,,,,,,,,,
12H2,,Men's Varsity 8+ American Specialty Health Cal Cup,B,3,"UCLA (Dietrich, N.)",06:32.15,,,,,,,,,,,
12H2,,Men's Varsity 8+ American Specialty Health Cal Cup,B,4,"Purdue (Anderle, D.)",06:36.35,,,,,,,,,,,
12H2,,Men's Varsity 8+ American Specialty Health Cal Cup,B,5,"Alabama (Letson, B.)",06:41.11,,,,,,,,,,,
12H3,,Men's Varsity 8+ American Specialty Health Cal Cup,C,1,"British Columbia (Cvoric, S.)",06:10.60,,,,,,,,,,,
12H3,,Men's Varsity 8+ American Specialty Health Cal Cup,C,2,"Notre Dame (DiDonato, M.)",06:16.71,,,,,,,,,,,
12H3,,Men's Varsity 8+ American Specialty Health Cal Cup,C,3,"MIT (Douglas, C.)",06:21.38,,,,,,,,,,,
12H3,,Men's Varsity 8+ American Specialty Health Cal Cup,C,4,"SDSU - Men (Trost, R.)",06:39.32,,,,,,,,,,,
12H3,,Men's Varsity 8+ American Specialty Health Cal Cup,C,5,"Humboldt State (Hayes, K.)",07:00.73,,,,,,,,,,,
12H3,,Men's Varsity 8+ American Specialty Health Cal Cup,C,6,Chapman (),07:34.11,,,,,,,,,,,
12H4,,Men's Varsity 8+ American Specialty Health Cal Cup,D,1,"Santa Clara (Brewer, M.)",06:10.30,,,,,,,,,,,
12H4,,Men's Varsity 8+ American Specialty Health Cal Cup,D,2,"San Diego (Olson, C.)",06:17.39,,,,,,,,,,,
12H4,,Men's Varsity 8+ American Specialty Health Cal Cup,D,3,UC Irvine (),06:20.38,,,,,,,,,,,
12H4,,Men's Varsity 8+ American Specialty Health Cal Cup,D,4,"Vanderbilt (Kress, A.)",06:29.40,,,,,,,,,,,
12H4,,Men's Varsity 8+ American Specialty Health Cal Cup,D,5,"Boston College (Vergilio, C.)",06:29.58,,,,,,,,,,,
12H4,,Men's Varsity 8+ American Specialty Health Cal Cup,D,6,"Colorado (Contag, G.)",06:52.90,,,,,,,,,,,
2H1,,Women's Collegiate Varsity 8+ Cal Cup,A,1,"Stanford Lightweight Women (Hickey, K.)",06:47.57,,,,,,,,,,,
2H1,,Women's Collegiate Varsity 8+ Cal Cup,A,2,"SDSU (Bernard, M.)",06:55.23,,,,,,,,,,,
2H1,,Women's Collegiate Varsity 8+ Cal Cup,A,3,"Sacramento State (Greenslit, B.)",06:57.38,,,,,,,,,,,
2H1,,Women's Collegiate Varsity 8+ Cal Cup,A,4,Southern Methodist (),07:03.48,,,,,,,,,,,
2H1,,Women's Collegiate Varsity 8+ Cal Cup,A,5,"Villanova (Lenane, E.)",07:18.54,,,,,,,,,,,
2H2,,Women's Collegiate Varsity 8+ Cal Cup,B,1,"Tennessee - Women (Kyridou, A.)",06:50.68,,,,,,,,,,,
2H2,,Women's Collegiate Varsity 8+ Cal Cup,B,2,"Loyola Marymount (del Valle, L.)",06:53.43,,,,,,,,,,,
2H2,,Women's Collegiate Varsity 8+ Cal Cup,B,3,"George Wash U (Palmer, K.)",06:56.44,,,,,,,,,,,
2H2,,Women's Collegiate Varsity 8+ Cal Cup,B,4,"St. Josephs (Loue, K.)",07:05.66,,,,,,,,,,,
2H2,,Women's Collegiate Varsity 8+ Cal Cup,B,5,"Saint Marys (CA) (Pero, B.)",07:08.05,,,,,,,,,,,
2H2,,Women's Collegiate Varsity 8+ Cal Cup,B,6,"Santa Clara (Sanchez, M.)",07:28.40,,,,,,,,,,,
3H1,,Womens Collegiate Varsity 8+ DII/III/Club,A,1,"Western Washington (Burns, C.)",06:54.26,,,,,,,,,,,
3H1,,Womens Collegiate Varsity 8+ DII/III/Club,A,2,"Humboldt State (Chythlook, M.)",07:01.52,,,,,,,,,,,
3H1,,Womens Collegiate Varsity 8+ DII/III/Club,A,3,"Purdue (Belbin, A.)",07:11.07,,,,,,,,,,,
3H1,,Womens Collegiate Varsity 8+ DII/III/Club,A,4,"Humboldt State (Kulm, R.)",07:18.66,,,,,,,,,,,
3H1,,Womens Collegiate Varsity 8+ DII/III/Club,A,5,"Colorado (Wolf, E.)",07:18.91,,,,,,,,,,,
3H1,,Womens Collegiate Varsity 8+ DII/III/Club,A,6,"Seattle Pacific (Remley, C.)",07:26.86,,,,,,,,,,,
3H1,,Womens Collegiate Varsity 8+ DII/III/Club,A,7,"Arizona State (Federspiel, E.)",07:46.70,,,,,,,,,,,
3H2,,Womens Collegiate Varsity 8+ DII/III/Club,B,1,"UC San Diego (Campbell, B.)",07:01.04,,,,,,,,,,,
3H2,,Womens Collegiate Varsity 8+ DII/III/Club,B,2,"Grand Valley (Platz, F.)",07:04.56,,,,,,,,,,,
3H2,,Womens Collegiate Varsity 8+ DII/III/Club,B,3,"UC San Diego B (Solomon, S.)",07:16.69,,,,,,,,,,,
3H2,,Womens Collegiate Varsity 8+ DII/III/Club,B,4,Orange Coast (),07:16.72,,,,,,,,,,,
3H2,,Womens Collegiate Varsity 8+ DII/III/Club,B,5,"UC Davis (DeLew, S.)",07:20.49,,,,,,,,,,,
3H2,,Womens Collegiate Varsity 8+ DII/III/Club,B,6,"Chapman (Charles, K.)",07:51.72,,,,,,,,,,,
3H2,,Womens Collegiate Varsity 8+ DII/III/Club,B,7,Long Beach State (),08:18.93,,,,,,,,,,,
11H1,,Men's Collegiate Varsity 8+ Copley Cup Invitational,A,1,"California (Wegrzycki-Szymczyk, N.)",05:42.08,,,,,,,,,,,
11H1,,Men's Collegiate Varsity 8+ Copley Cup Invitational,A,2,"Michigan RA (Wiegand, J.)",06:00.56,,,,,,,,,,,
11H1,,Men's Collegiate Varsity 8+ Copley Cup Invitational,A,3,"UC Santa Barbara (Halsey, J.)",06:04.05,,,,,,,,,,,
11H2,,Men's Collegiate Varsity 8+ Copley Cup Invitational,B,1,"Yale (Goodman, N.)",05:42.75,,,,,,,,,,,
11H2,,Men's Collegiate Varsity 8+ Copley Cup Invitational,B,2,"Stanford Men's (Hails, R.)",05:46.48,,,,,,,,,,,
11H2,,Men's Collegiate Varsity 8+ Copley Cup Invitational,B,3,"University of Victoria (Perry, T.)",05:53.92,,,,,,,,,,,
1H1,,Women's Collegiate Varsity Jessop-Whittier,A,1,"Texas Austin (Bon, F.)",06:23.06,,,,,,,,,,,
1H1,,Women's Collegiate Varsity Jessop-Whittier,A,2,"University of Wisconsin (Schmid, M.)",06:27.67,,,,,,,,,,,
1H1,,Women's Collegiate Varsity Jessop-Whittier,A,3,"UCLA (Jacquet, M.)",06:38.20,,,,,,,,,,,
1H1,,Women's Collegiate Varsity Jessop-Whittier,A,4,"University of Victoria (Simpson, M.)",06:41.74,,,,,,,,,,,
1H1,,Women's Collegiate Varsity Jessop-Whittier,A,5,"UC Santa Barbara (Perry, H.)",06:58.06,,,,,,,,,,,
1H2,,Women's Collegiate Varsity Jessop-Whittier,B,1,"USC Women (Angelopoulou, A.)",06:28.78,,,,,,,,,,,
1H2,,Women's Collegiate Varsity Jessop-Whittier,B,2,"Washington State (Thomson, E.)",06:34.52,,,,,,,,,,,
1H2,,Women's Collegiate Varsity Jessop-Whittier,B,3,"British Columbia (Vukovich, R.)",06:37.31,,,,,,,,,,,
1H2,,Women's Collegiate Varsity Jessop-Whittier,B,4,"San Diego (Gilbert, B.)",06:38.37,,,,,,,,,,,
5H1,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,A,1,"Texas Austin (Bartholomew, B.)",07:21.95,,,,,,,,,,,
5H1,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,A,2,"San Diego (Krah, M.)",07:38.27,,,,,,,,,,,
5H1,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,A,3,"Tennessee - Women (Freeman, K.)",07:43.35,,,,,,,,,,,
5H1,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,A,4,"UC Santa Barbara (McInnis, M.)",08:17.74,,,,,,,,,,,
5H1,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,A,5,"Santa Clara (Belnap, M.)",08:53.12,,,,,,,,,,,
5H2,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,B,1,"USC Women (Koovit, K.)",07:20.70,,,,,,,,,,,
5H2,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,B,2,"UCLA (Solberg, J.)",07:34.98,,,,,,,,,,,
5H2,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,B,3,"Sacramento State (Bazzo, N.)",07:55.13,,,,,,,,,,,
5H2,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,B,4,Southern Methodist (),08:07.94,,,,,,,,,,,
5H2,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,B,,"Baja California State (Garcia, M.)",07:41.87,,,,,,,,,,,
5H3,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,C,1,"University of Wisconsin (Morrison, A.)",07:17.89,,,,,,,,,,,
5H3,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,C,2,"Washington State (Ondrackova, K.)",07:33.96,,,,,,,,,,,
5H3,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,C,3,"SDSU (Peck, D.)",07:55.63,,,,,,,,,,,
5H3,,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,C,4,"Saint Marys (CA) (Godoy, A.)",08:19.46,,,,,,,,,,,
14H1,,Men's Collegiate 2V 8+ Sharp Memorial Cup,A,1,"California (Querfeld, F.)",05:50.33,,,,,,,,,,,
14H1,,Men's Collegiate 2V 8+ Sharp Memorial Cup,A,2,"British Columbia (van Gessel, S.)",06:07.39,,,,,,,,,,,
14H1,,Men's Collegiate 2V 8+ Sharp Memorial Cup,A,3,"UC Santa Barbara (Linley, B.)",06:10.86,,,,,,,,,,,
14H1,,Men's Collegiate 2V 8+ Sharp Memorial Cup,A,4,"Notre Dame (Kiess, A.)",06:21.97,,,,,,,,,,,
14H1,,Men's Collegiate 2V 8+ Sharp Memorial Cup,A,5,"SDSU - Men (Wong, R.)",06:44.43,,,,,,,,,,,
14H2,,Men's Collegiate 2V 8+ Sharp Memorial Cup,B,1,"Yale (Riemekasten, S.)",05:54.88,,,,,,,,,,,
14H2,,Men's Collegiate 2V 8+ Sharp Memorial Cup,B,2,"Santa Clara (Steffen, G.)",06:13.62,,,,,,,,,,,
14H2,,Men's Collegiate 2V 8+ Sharp Memorial Cup,B,3,"Orange Coast (McClure, R.)",06:21.82,,,,,,,,,,,
14H2,,Men's Collegiate 2V 8+ Sharp Memorial Cup,B,4,"UCLA (Replogle, M.)",06:29.73,,,,,,,,,,,
14H2,,Men's Collegiate 2V 8+ Sharp Memorial Cup,B,5,"UC Davis (Le, M.)",06:35.83,,,,,,,,,,,
14H3,,Men's Collegiate 2V 8+ Sharp Memorial Cup,C,1,"Stanford Men's (Holmvik, E.)",06:02.84,,,,,,,,,,,
14H3,,Men's Collegiate 2V 8+ Sharp Memorial Cup,C,2,"Michigan RA (Sonnega, B.)",06:05.85,,,,,,,,,,,
14H3,,Men's Collegiate 2V 8+ Sharp Memorial Cup,C,3,"San Diego (Uetrecht, L.)",06:09.98,,,,,,,,,,,
14H3,,Men's Collegiate 2V 8+ Sharp Memorial Cup,C,4,"UC San Diego (Padden, K.)",06:12.79,,,,,,,,,,,
14H3,,Men's Collegiate 2V 8+ Sharp Memorial Cup,C,5,"Colorado (FitzRandolph, P.)",06:39.54,,,,,,,,,,,
8H1,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,A,1,"Texas Austin (Chapman, K.)",06:28.99,,,,,,,,,,,
8H1,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,A,2,"Tennessee - Women (Dutton, M.)",06:35.05,,,,,,,,,,,
8H1,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,A,3,"San Diego (Thomas, V.)",06:45.54,,,,,,,,,,,
8H1,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,A,4,"Saint Marys (CA) (Guetlich, F.)",06:57.10,,,,,,,,,,,
8H1,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,A,5,Southern Methodist (),07:16.78,,,,,,,,,,,
8H2,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,B,1,"UCLA (Mulligan, Q.)",06:45.16,,,,,,,,,,,
8H2,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,B,2,"USC Women (Fitter, I.)",06:47.80,,,,,,,,,,,
8H2,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,B,3,"Sacramento State (Luebben, G.)",06:55.51,,,,,,,,,,,
8H2,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,B,4,"Loyola Marymount (Folan, S.)",07:02.33,,,,,,,,,,,
8H2,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,B,5,"UC Santa Barbara (DiLisio, I.)",07:11.47,,,,,,,,,,,
8H3,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,C,1,"University of Wisconsin (Simons, G.)",06:34.74,,,,,,,,,,,
8H3,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,C,2,"Washington State (Morrow, E.)",06:40.77,,,,,,,,,,,
8H3,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,C,3,"British Columbia (Vincent-Smith, L.)",06:52.17,,,,,,,,,,,
8H3,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,C,4,"SDSU (Allen, L.)",06:52.18,,,,,,,,,,,
8H3,,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness,C,5,"Santa Clara (Wickstrom, K.)",07:29.35,,,,,,,,,,,
29H1,,Men's Alumni 8+,A,1,UW Alumni (),06:18.30,,,,,,,,,,,
29H1,,Men's Alumni 8+,A,2,"Fat Cat (Kwan, J.)",06:25.60,,,,,,,,,,,
29H1,,Men's Alumni 8+,A,3,"Brown Uni - M (Morgan, S.)",06:31.18,,,,,,,,,,,
29H1,,Men's Alumni 8+,A,4,"UCSB Men's Alumni (Dias, R.)",06:36.35,,,,,,,,,,,
29H1,,Men's Alumni 8+,A,5,"Lynwood (Harrington, B.)",06:38.19,,,,,,,,,,,
