Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
2,,Men's Collegiate Varsity ASH Cal Cup,A,1,Temple A (),06:08.15,,,,,,,,,,,
2,,Men's Collegiate Varsity ASH Cal Cup,A,2,"Santa Clara A (Brewer, M.)",06:09.88,,,,,,,,,,,
2,,Men's Collegiate Varsity ASH Cal Cup,A,3,San Diego A (),06:14.68,,,,,,,,,,,
2,,Men's Collegiate Varsity ASH Cal Cup,A,4,"Washington State - Men A (Dorscher, J.)",06:23.95,,,,,,,,,,,
2,,Men's Collegiate Varsity ASH Cal Cup,A,5,"UCLA A (Inserra, N.)",06:25.54,,,,,,,,,,,
2,,Men's Collegiate Varsity ASH Cal Cup,A,6,"Illinois A (Holm, A.)",06:37.26,,,,,,,,,,,
2,,Men's Collegiate Varsity ASH Cal Cup,A,7,Southern California A (),06:45.75,,,,,,,,,,,
3,,Men's Collegiate Varsity ASH Cal Cup,B,1,"Purdue A (Nogay, W.)",06:14.40,,,,,,,,,,,
3,,Men's Collegiate Varsity ASH Cal Cup,B,2,"UC San Diego A (Callaghan, S.)",06:16.18,,,,,,,,,,,
3,,Men's Collegiate Varsity ASH Cal Cup,B,3,"UC Davis A (Balardi, N.)",06:21.94,,,,,,,,,,,
3,,Men's Collegiate Varsity ASH Cal Cup,B,4,"Notre Dame A (Curtis, R.)",06:26.05,,,,,,,,,,,
3,,Men's Collegiate Varsity ASH Cal Cup,B,5,SDSU - Men A (C. Elliott),06:33.14,,,,,,,,,,,
3,,Men's Collegiate Varsity ASH Cal Cup,B,6,"Sac State - Men A (Brown, R.)",07:13.49,,,,,,,,,,,
4,,Men's Collegiate Varsity ASH Cal Cup,C,1,"British Columbia A (Vandersande, M.)",06:18.23,,,,,,,,,,,
4,,Men's Collegiate Varsity ASH Cal Cup,C,2,Loyola Marymount A (),06:19.48,,,,,,,,,,,
4,,Men's Collegiate Varsity ASH Cal Cup,C,3,"Orange Coast A (Morton, G.)",06:20.50,,,,,,,,,,,
4,,Men's Collegiate Varsity ASH Cal Cup,C,4,"Trinity A (Swetz, P.)",06:20.57,,,,,,,,,,,
4,,Men's Collegiate Varsity ASH Cal Cup,C,5,"California Maritime Academy A (Yuse, B.)",06:40.26,,,,,,,,,,,
4,,Men's Collegiate Varsity ASH Cal Cup,C,6,"Long Beach State Rowing A (Bledsoe, J.)",06:57.75,,,,,,,,,,,
5,,Women's Collegiate Varsity Cal Cup,A,1,"Tennessee - Women A (Frumin, C.)",06:57.95,,,,,,,,,,,
5,,Women's Collegiate Varsity Cal Cup,A,2,Loyola Marymount A (),06:59.84,,,,,,,,,,,
5,,Women's Collegiate Varsity Cal Cup,A,3,"Fordham A (O'Donnell, M.)",07:01.57,,,,,,,,,,,
5,,Women's Collegiate Varsity Cal Cup,A,4,"University of Portland A (Del Pozzi, M.)",07:02.60,,,,,,,,,,,
5,,Women's Collegiate Varsity Cal Cup,A,5,"Purdue A (Petrovic, B.)",07:20.86,,,,,,,,,,,
6,,Women's Collegiate Varsity Cal Cup,B,1,"Miami - Women A (Lowe, C.)",06:52.12,,,,,,,,,,,
6,,Women's Collegiate Varsity Cal Cup,B,2,"Kansas State - Women A (Butrum, M.)",06:59.32,,,,,,,,,,,
6,,Women's Collegiate Varsity Cal Cup,B,3,"George Wash U A (Smith, C.)",07:00.98,,,,,,,,,,,
6,,Women's Collegiate Varsity Cal Cup,B,4,"Saint Marys (CA) A (Greco, J.)",07:07.38,,,,,,,,,,,
6,,Women's Collegiate Varsity Cal Cup,B,5,"UC San Diego A (Zaleski, A.)",07:13.77,,,,,,,,,,,
6,,Women's Collegiate Varsity Cal Cup,B,6,"Santa Clara A (Peters, B.)",07:26.64,,,,,,,,,,,
7,,Women's Collegiate Varsity Cal Cup,C,1,"SDSU A (Gasser, H.)",07:00.42,,,,,,,,,,,
7,,Women's Collegiate Varsity Cal Cup,C,2,"Old Dominion - Women A (Phy, T.)",07:01.07,,,,,,,,,,,
7,,Women's Collegiate Varsity Cal Cup,C,3,"Sacramento State A (Owen, C.)",07:01.80,,,,,,,,,,,
7,,Women's Collegiate Varsity Cal Cup,C,4,"St. Josephs A (stone, b.)",07:07.12,,,,,,,,,,,
7,,Women's Collegiate Varsity Cal Cup,C,5,"Humboldt State A (Whitaker, R.)",07:12.61,,,,,,,,,,,
7,,Women's Collegiate Varsity Cal Cup,C,6,Villanova A (),07:17.59,,,,,,,,,,,
8,,Women's Collegiate Varsity DII/DIII/Club,A,1,"UC Santa Barbara A (Gronsdahl, R.)",07:12.01,,,,,,,,,,,
8,,Women's Collegiate Varsity DII/DIII/Club,A,2,"Long Beach State Rowing A (Gastelum, A.)",07:26.62,,,,,,,,,,,
8,,Women's Collegiate Varsity DII/DIII/Club,A,3,"UC Santa Barbara B (McInnis, M.)",07:35.84,,,,,,,,,,,
8,,Women's Collegiate Varsity DII/DIII/Club,A,4,"Illinois A (Rains, K.)",07:50.11,,,,,,,,,,,
8,,Women's Collegiate Varsity DII/DIII/Club,A,5,"UC Berkeley Ltw A (Gekko, C.)",07:56.65,,,,,,,,,,,
9,,Women's Collegiate Varsity DII/DIII/Club,B,1,"Orange Coast A (Burney, T.)",07:18.29,,,,,,,,,,,
9,,Women's Collegiate Varsity DII/DIII/Club,B,2,UC Irvine A (),07:28.44,,,,,,,,,,,
9,,Women's Collegiate Varsity DII/DIII/Club,B,3,"UC Davis A (Kolvenbach, S.)",07:34.72,,,,,,,,,,,
9,,Women's Collegiate Varsity DII/DIII/Club,B,4,"Vanderbilt A (Lu, G.)",07:44.67,,,,,,,,,,,
10,,Men's Collegiate Varsity Copley Cup,A,1,"Yale A (Goodman, N.)",06:01.99,,,,,,,,,,,
10,,Men's Collegiate Varsity Copley Cup,A,2,"Drexel A (Sum, M.)",06:08.22,,,,,,,,,,,
10,,Men's Collegiate Varsity Copley Cup,A,3,"Oregon State A (Vernazza, R.)",06:08.91,,,,,,,,,,,
10,,Men's Collegiate Varsity Copley Cup,A,4,"Brock A (Gadsdon, L.)",06:20.46,,,,,,,,,,,
11,,Men's Collegiate Varsity Copley Cup,B,1,California A (),05:50.25,,,,,,,,,,,
11,,Men's Collegiate Varsity Copley Cup,B,2,"Stanford Men's Crew A (Hails, R.)",06:01.14,,,,,,,,,,,
11,,Men's Collegiate Varsity Copley Cup,B,3,"Michigan RA A (Brown, A.)",06:08.51,,,,,,,,,,,
11,,Men's Collegiate Varsity Copley Cup,B,4,"UC Santa Barbara A (Peffers, R.)",06:12.47,,,,,,,,,,,
12,,Women's Collegiate Varsity Jessop-Whittier,A,1,University of Wisconsin A (),06:36.34,,,,,,,,,,,
12,,Women's Collegiate Varsity Jessop-Whittier,A,2,California A (),06:36.39,,,,,,,,,,,
12,,Women's Collegiate Varsity Jessop-Whittier,A,3,"Washington State A (Davison, S.)",06:44.30,,,,,,,,,,,
12,,Women's Collegiate Varsity Jessop-Whittier,A,4,"Gonzaga A (Soucek, K.)",06:46.37,,,,,,,,,,,
12,,Women's Collegiate Varsity Jessop-Whittier,A,5,"British Columbia A (Vukovich, R.)",06:53.94,,,,,,,,,,,
13,,Women's Collegiate Varsity Jessop-Whittier,B,1,"USC Women A (Angelopoulou, A.)",06:36.35,,,,,,,,,,,
13,,Women's Collegiate Varsity Jessop-Whittier,B,2,"Texas Austin A (Bon, F.)",06:41.14,,,,,,,,,,,
13,,Women's Collegiate Varsity Jessop-Whittier,B,3,"UCLA A (Budgett, S.)",06:41.44,,,,,,,,,,,
13,,Women's Collegiate Varsity Jessop-Whittier,B,4,San Diego A (),06:43.62,,,,,,,,,,,
13,,Women's Collegiate Varsity Jessop-Whittier,B,5,"University of Victoria A (Simpson, M.)",06:48.70,,,,,,,,,,,
14,,Women's Collegiate Varsity 4+,A,1,California A (),07:29.94,,,,,,,,,,,
14,,Women's Collegiate Varsity 4+,A,2,San Diego A (K. Petrich),07:40.64,,,,,,,,,,,
14,,Women's Collegiate Varsity 4+,A,3,"Gonzaga A (Harder, C.)",07:52.32,,,,,,,,,,,
14,,Women's Collegiate Varsity 4+,A,4,"UC San Diego A (Wagner, M.)",08:04.39,,,,,,,,,,,
14,,Women's Collegiate Varsity 4+,A,5,Loyola Marymount A (),08:34.54,,,,,,,,,,,
15,,Women's Collegiate Varsity 4+,B,1,"Texas Austin A (Crossley, C.)",07:35.20,,,,,,,,,,,
15,,Women's Collegiate Varsity 4+,B,2,"UCLA A (Bork, H.)",07:44.34,,,,,,,,,,,
15,,Women's Collegiate Varsity 4+,B,3,"Kansas State - Women A (Kuhlman, J.)",08:15.49,,,,,,,,,,,
15,,Women's Collegiate Varsity 4+,B,4,"Saint Marys (CA) A (Rowland, R.)",08:17.71,,,,,,,,,,,
